{1, 0, 227},
{2, 1, 8124},
{3, 1, 3029},
{4, 1, 1554},
{5, 0, 465},
{6, 0, 1083},
{7, 6, 8627},
{8, 1, 5982},
{9, 6, 1374},
{10, 6, 7924},
{11, 1, 8744},
{12, 2, 8858},
{13, 11, 2774},
{14, 0, 7409},
{15, 11, 6910},
{16, 15, 1034},
{17, 4, 408},
{18, 13, 2305},
{19, 15, 1974},
{20, 1, 9658},
{21, 3, 282},
{22, 18, 9244},
{23, 8, 8370},
{24, 22, 4170},
{25, 13, 9014},
{26, 20, 1400},
{27, 24, 258},
{28, 9, 6060},
{29, 18, 9896},
{30, 9, 7244},
{31, 8, 1826},
{32, 9, 7253},
{33, 0, 8125},
{34, 10, 3148},
{35, 29, 621},
{36, 0, 6616},
{37, 4, 3117},
{38, 18, 7449},
{39, 31, 2927},
{40, 15, 7320},
{41, 20, 646},
{42, 38, 311},
{43, 34, 6998},
{44, 20, 9164},
{45, 26, 9320},
{46, 45, 6259},
{47, 15, 7850},
{48, 28, 7845},
{49, 29, 7661},
{50, 10, 4259},
{51, 2, 8645},
{52, 13, 8712},
{53, 17, 1005},
{54, 30, 2057},
{55, 16, 8223},
{56, 17, 6264},
{57, 13, 1252},
{58, 2, 8777},
{59, 28, 3336},
{60, 18, 3389},
{61, 3, 5695},
{62, 36, 6695},
{63, 8, 6180},
{64, 36, 1864},
{65, 10, 7817},
{66, 38, 2076},
{67, 59, 2332},
{68, 23, 9010},
{69, 67, 1711},
{70, 37, 2627},
{71, 49, 9651},
{72, 30, 9509},
{73, 46, 1453},
{74, 11, 3084},
{75, 50, 6622},
{76, 3, 1824},
{77, 24, 8508},
{78, 46, 5680},
{79, 20, 2705},
{80, 22, 9283},
{81, 16, 8690},
{82, 39, 5764},
{83, 14, 2697},
{84, 49, 8495},
{85, 74, 7398},
{86, 37, 5740},
{87, 38, 9498},
{88, 30, 2966},
{89, 43, 3378},
{90, 57, 1964},
{91, 19, 8637},
{92, 87, 161},
{93, 46, 2621},
{94, 26, 2161},
{95, 78, 9689},
{96, 48, 4283},
{97, 78, 9868},
{98, 17, 2783},
{99, 62, 318},
{100, 33, 1307},
{101, 89, 9414},
{102, 30, 2050},
{103, 91, 6553},
{104, 99, 4509},
{105, 80, 2048},
{106, 76, 2421},
{107, 60, 5285},
{108, 32, 2364},
{109, 104, 6464},
{110, 22, 9661},
{111, 90, 1906},
{112, 60, 3411},
{113, 11, 3942},
{114, 9, 9310},
{115, 83, 7566},
{116, 84, 8546},
{117, 63, 6666},
{118, 82, 9967},
{119, 9, 7031},
{120, 58, 1408},
{121, 97, 1056},
{122, 30, 7852},
{123, 72, 1667},
{124, 112, 9672},
{125, 29, 3547},
{126, 70, 440},
{127, 104, 5276},
{128, 71, 1119},
{129, 41, 2998},
{130, 118, 7597},
{131, 46, 5863},
{132, 70, 7316},
{133, 15, 5238},
{134, 15, 6536},
{135, 68, 31},
{136, 60, 5670},
{137, 33, 6471},
{138, 30, 2348},
{139, 63, 3245},
{140, 0, 8585},
{141, 98, 744},
{142, 98, 5383},
{143, 47, 3425},
{144, 117, 9131},
{145, 137, 8645},
{146, 87, 6800},
{147, 41, 1718},
{148, 67, 3213},
{149, 85, 6500},
{150, 57, 7731},
{151, 128, 8069},
{152, 64, 7578},
{153, 142, 794},
{154, 46, 8264},
{155, 34, 9519},
{156, 106, 1168},
{157, 85, 4469},
{158, 13, 9752},
{159, 40, 9788},
{160, 153, 499},
{161, 88, 1955},
{162, 90, 1650},
{163, 35, 8342},
{164, 163, 3980},
{165, 126, 7655},
{166, 21, 7537},
{167, 130, 2497},
{168, 46, 6943},
{169, 102, 8144},
{170, 9, 3815},
{171, 138, 2120},
{172, 153, 3201},
{173, 88, 2828},
{174, 57, 3351},
{175, 40, 9881},
{176, 2, 7956},
{177, 74, 9824},
{178, 35, 7461},
{179, 24, 5034},
{180, 115, 5959},
{181, 113, 651},
{182, 22, 9246},
{183, 46, 48},
{184, 63, 633},
{185, 59, 1171},
{186, 141, 7574},
{187, 114, 844},
{188, 135, 3716},
{189, 178, 1414},
{190, 21, 8442},
{191, 30, 4700},
{192, 113, 1256},
{193, 6, 1386},
{194, 11, 741},
{195, 180, 688},
{196, 36, 4190},
{197, 159, 3731},
{198, 111, 5998},
{199, 59, 4187},
{200, 135, 7885},
{201, 177, 4838},
{202, 125, 8653},
{203, 92, 5618},
{204, 14, 6388},
{205, 19, 7301},
{206, 62, 1488},
{207, 17, 9435},
{208, 66, 4912},
{209, 99, 2812},
{210, 77, 7802},
{211, 183, 2706},
{212, 101, 6101},
{213, 43, 9402},
{214, 162, 5660},
{215, 80, 3844},
{216, 150, 2116},
{217, 129, 8802},
{218, 56, 7025},
{219, 128, 1376},
{220, 132, 6130},
{221, 185, 8320},
{222, 87, 6286},
{223, 174, 5178},
{224, 69, 1815},
{225, 1, 6808},
{226, 104, 371},
{227, 61, 9340},
{228, 60, 2529},
{229, 77, 1129},
{230, 53, 8397},
{231, 128, 8634},
{232, 137, 7183},
{233, 152, 1418},
{234, 51, 1929},
{235, 122, 7901},
{236, 18, 7386},
{237, 140, 84},
{238, 113, 5687},
{239, 9, 6485},
{240, 129, 5768},
{241, 188, 6937},
{242, 188, 4246},
{243, 201, 6176},
{244, 173, 9473},
{245, 186, 7114},
{246, 204, 1287},
{247, 42, 8134},
{248, 123, 187},
{249, 233, 9266},
{250, 18, 316},
{251, 118, 2824},
{252, 125, 970},
{253, 104, 7623},
{254, 113, 7163},
{255, 138, 5549},
{256, 176, 1320},
{257, 20, 3913},
{258, 73, 9518},
{259, 72, 606},
{260, 93, 6909},
{261, 30, 2452},
{262, 234, 7133},
